FID,ABSCHNITT_ZUGANG_STR,ACD,AP_TIMESTAMP_MODIFY,BST_BEZEICHNUNG,BST_NUMMER,BST_NUMMER_ALPHA,BST_NUMMER_NUM,BST_TRENNZEICHEN,BST_TRENNZ_KURZTEXT,EDGEOBJECTID_ZUGANG_STR,EXTERNALORGCODE,GEBADR_ANZEIGEN_J_N,GEBADR_REGIONALCODE,GEB_BAUBLOCK,GEB_BAUBLOCK_ID,GEB_BEZEICHNUNG,GEB_BEZIRK,GEB_NAMECAT,GEB_NUMMER,GEB_NUMMER_ALPHA,GEB_NUMMER_NUM,GEB_OBJEKTID,GEB_STATUS,GEB_STATUS_KURZTEXT,GEB_TIMESTAMP_MODIFY,GEB_TRENNZEICHEN,GEB_TRENNZ_KURZTEXT,GEB_WINKEL,GEB_X,GEB_Y,HAUPT_IDENT_PSEUDO,LAGE_ZU_ADR,LAGE_ZU_ADR_TXT,NAME,NAME_BST,NAME_BST_GEB,NAME_GEB,NAME_ONR,NAME_ONR_BST_GEB,NAME_STR,OBJECTID,OBJEKT_ID,OBJEKTID_NAME_STR,ON_BIS_ALPHA,ON_BIS_NUM,ONR_BIS,ONR_VON,ON_VON_ALPHA,ON_VON_NUM,PLATZKENNZEICHEN,PLZ,SCD_NAME_STR,SCD_ZUGANG_STR,SE_ANNO_CAD_DATA,geometry,STRABS_ZUGANG_STR,STRASSENSEITE,TOPOGR_NAME_STR,UEBERACD,ZUGADR_ONR_KGNUM,ZUGADR_ONR_STAMMNR,ZUGADR_ONR_TEILNR,ZUGADR_REGIONALCODE,ZUGADR_TYP,ZUGANG_MOEGLICH_J_N,ZUG_BEZIRK,ZUG_OBJEKTID,ZUG_TIMESTAMP_MODIFY,ZUG_TRENNZEICHEN,ZUG_TRENNZ_KURZTEXT,ZUG_WINKEL,ZUG_X,ZUG_Y,ABLAUFDATUM
ADRESSENOGD.fid-705841fe_17da473f28d_-6dbf,4009,139545,2016-05-31,,,,,,,10034863,90001,1,AT91901,19010007,10018489,,19,8012,,,,25638214,d,definitiv,2016-05-31,0, ,308.32998657,1760.07,348597.18,H, ,Normal,Kuchelauer Hafenstraße 1A,, ,,1A,1A,Kuchelauer Hafenstraße,236420891,10247812,10002616,,,,1A,A,1.0,2.0,1190,2682,2682,,POINT (48.27572340594032 16.35584101463961),2682004009,1.0,G  ,,,,,AT91901,0,1,19,25065443,2016-05-31,0, ,308.33,1758.21,348602.21,
ADRESSENOGD.fid--6deaaebc_17da467791b_-2dae,6009,9044,2007-07-24,,,,,,,10042585,90001,1,AT90501,5035002,10012712,,5,8012,1,,1.0,25549811,d,definitiv,2008-12-10,2,/,33.22000122,1734.25,338752.13,I, ,Normal,Siebenbrunnengasse 34-36/1,,/1,/1,34-36,34-36/1,Siebenbrunnengasse,236623698,10066527,10004405,,36.0,36,34,,34.0,2.0,1050,4503,4503,,POINT (48.18718516230012 16.35545981589691),4503006009,2.0,G  ,212112.0,,,,AT90501,0,1,5,25100500,2008-12-10,1,-,28.22,1807.62,338663.18,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-3082,4009,87778,2007-07-24,,,,,,,10024817,90001,1,AT92301,23075010,10022700,,23,8012,,,,25641491,d,definitiv,2008-12-10,0, ,270.44000244,-2599.81,333658.68,H, ,Normal,Autofabrikstraße 17,, ,,17,17,Autofabrikstraße,236465774,10182215,10000303,,,,17,,17.0,2.0,1230,314,314,,POINT (48.14137332685197 16.29720600909607),314004009,1.0,G  ,,,,,AT92301,0,1,23,25027439,2008-12-10,0, ,271.14,-2601.61,333656.81,
ADRESSENOGD.fid-705841fe_17da473f28d_7dce,2009,83003,2007-07-24,,,,,,,10027933,90001,1,AT92201,22051031,10020951,,22,8012,,,,25590998,d,definitiv,2008-12-10,0, ,73.59999847,11841.04,342746.89,H, ,Normal,Enzianweg 32,, ,,32,32,Enzianweg,236412248,10175704,10001035,,,,32,,32.0,2.0,1220,1072,1072,,POINT (48.22300759321255 16.49149367994923),1072002009,2.0,G  ,,,,,AT92201,0,1,22,25091314,2008-12-10,0, ,73.6,11833.33,342746.2,
ADRESSENOGD.fid-705841fe_17da473f28d_59e7,4009,124518,2012-04-13,,,,,,,10032440,90001,1,AT92101,21191012,10020297,,21,8012,9,,9.0,25534600,d,definitiv,2008-12-10,10,Parz.,37.68999863,4661.88,348192.03,H, ,Normal,Hopfengasse 63 Parz. 9,, Parz. 9,Parz. 9,63,63 Parz. 9,Hopfengasse,236643592,10458278,10002016,,,,63,,63.0,2.0,1210,2071,2071,,POINT (48.27206653306281 16.3949304764531),2071004009,1.0,G  ,,,,,AT92101,0,1,21,25082054,2008-12-10,0, ,37.69,4686.97,348201.03,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-761b,4009,165555,2009-06-22,,,,,,,10028669,90001,1,AT91601,16084001,10017662,,16,8012,24,,24.0,25571650,d,definitiv,2009-06-22,10,Parz.,331.55999756,-2567.27,341032.86,I, ,Normal,Flötzersteig 35B Parz. 24,, Parz. 24,Parz. 24,35B,35B Parz. 24,Flötzersteig,236587651,10444330,10001181,,,,35B,B,35.0,2.0,1160,1221,1221,,POINT (48.20769147041378 16.29759364054109),1221004009,1.0,G  ,,,,,AT91601,0,1,16,25013774,2009-06-22,0, ,12.61,-2562.14,341040.06,
ADRESSENOGD.fid-705841fe_17da459ca88_741f,3009,56514,2007-07-24,,,,,,,10028072,90001,1,AT91801,18041005,10018343,,18,8012,,,,25670809,d,definitiv,2008-12-10,0, ,72.94000244,-883.72,343914.37,H, ,Normal,Erndtgasse 17-19,, ,,17-19,17-19,Erndtgasse,236453879,10138396,10001053,,19.0,19,17,,17.0,2.0,1180,1092,1092,,POINT (48.23361083059126 16.32023655001771),1092003009,1.0,G  ,,,,,AT91801,0,1,18,25043746,2008-12-10,1,-,73.19,-880.32,343919.27,
ADRESSENOGD.fid-705841fe_17da473f28d_6423,4009,82683,2014-08-28,,,,,,,10034304,90001,1,AT92201,22250023,10021879,,22,8012,,,,25577354,d,definitiv,2014-08-28,0, ,343.14001465,9440.25,341975.85,H, ,Normal,Kliviengasse 22,, ,,22,22,Kliviengasse,236377653,10175322,10002455,,,,22,,22.0,2.0,1220,2517,2517,,POINT (48.2161126112284 16.45916655967757),2517004009,2.0,G  ,,,,,AT92201,0,1,22,25036008,2008-12-10,0, ,343.14,9449.5,341996.9,
ADRESSENOGD.fid-705841fe_17da459ca88_12c2,1509,173974,2010-10-27,,,,,,,18793877,90001,1,AT90101,1015002,10011041,,1,8012,,,,25623123,d,definitiv,2008-12-10,0, ,337.47000122,3008.77,340711.87,H, ,Normal,Johannesgasse 6,, ,,6,6,Johannesgasse,236503007,10292252,10002162,,,,6,,6.0,2.0,1010,2220,2220,,POINT (48.20480540928837 16.37261325764342),2220001509,2.0,G  ,,,,,AT90101,0,1,1,25136669,2010-10-27,0, ,336.31,3011.0,340715.06,
ADRESSENOGD.fid-705841fe_17da459ca88_177e,2009,626,2007-07-24,,,,,,,10027115,90001,1,AT90101,1018002,10011058,,1,8012,,,,25609344,d,definitiv,2008-12-10,0, ,77.91000366,3491.3,341189.6,I, ,Normal,Dominikanerbastei 7,, ,,7,7,Dominikanerbastei,236627226,10053178,10000853,,,,7,,7.0,2.0,1010,885,885,,POINT (48.20909949667602 16.37910858970313),885002009,1.0,G  ,,,,,AT90101,0,1,1,25039521,2008-12-10,0, ,89.08,3539.25,341199.82,
ADRESSENOGD.fid--6deaaebc_17da467791b_-28cc,1009,10300,2007-07-24,,,,,,,10043814,90001,1,AT90601,6039001,10012940,,6,8012,,,,25537823,d,definitiv,2008-12-10,0, ,306.70001221,1099.25,339280.51,H, ,Normal,Stumpergasse 6,, ,,6,6,Stumpergasse,236431264,10068771,10004695,,,,6,,6.0,2.0,1060,4794,4794,,POINT (48.19193813381231 16.34692074050422),4794001009,2.0,G  ,,,,,AT90601,0,1,6,25022216,2008-12-10,0, ,306.9,1098.81,339278.51,
ADRESSENOGD.fid--6deaaebc_17da472a163_-7d95,8019,23483,2010-06-14,,4,,4.0,5.0,Gruppe,10030819,90001,1,AT91101,11071089,10380028,,11,8012,273,,273.0,25625475,d,definitiv,2010-06-14,10,Parz.,66.73000336,7641.9,337256.75,I, ,Normal,Haidestraße 16 Gruppe 4 Parz. 273,Gruppe 4,Gruppe 4 Parz. 273,Parz. 273,16,16 Gruppe 4 Parz. 273,Haidestraße,236653199,25709586,10001697,,,,16,,16.0,2.0,1110,1746,1746,,POINT (48.17369602301855 16.43488550195689),1746008019,,G  ,,,,,AT91101,0,1,11,25709373,2010-06-07,0, ,338.74,7700.7,337583.98,
ADRESSENOGD.fid-705841fe_17da473f28d_-58d5,9009,58494,2007-07-24,,,,,,,10031452,90001,1,AT91901,19045002,10018700,,19,8012,,,,25531184,d,definitiv,2008-12-10,0, ,65.87999725,1883.84,344333.65,H, ,Normal,Heiligenstädter Straße 39,, ,,39,39,Heiligenstädter Straße,236518966,10141244,10001826,,,,39,,39.0,2.0,1190,1878,1878,,POINT (48.23738060396266 16.35749250888489),1878009009,1.0,G  ,,,,,AT91901,0,1,19,25104212,2008-12-10,0, ,66.12,1885.74,344334.39,
ADRESSENOGD.fid-705841fe_17da473f28d_-1a99,4009,123923,2007-07-24,,,,,,,10030236,90001,1,AT92101,21091009,10019891,,21,8012,,,,25526050,d,definitiv,2008-12-10,0, ,356.58999634,6470.36,349193.47,H, ,Normal,Großbauerstraße 58,, ,,58,58,Großbauerstraße,236430670,10229254,10001576,,,,58,,58.0,2.0,1210,1623,1623,,POINT (48.2810575482848 16.41930745407909),1623004009,2.0,G  ,,,,,AT92101,0,1,21,25046518,2008-12-10,0, ,356.79,6478.59,349201.12,
ADRESSENOGD.fid--6deaaebc_17da467791b_111,1009,22341,2007-07-24,,,,,,,10031981,90001,1,AT91001,10191002,10014268,,10,8012,,,,25622378,d,definitiv,2008-12-10,0, ,272.14001465,3765.43,334102.32,H, ,Normal,Himberger Straße 3,, ,,3,3,Himberger Straße,236414184,10087436,10001918,,,,3,,3.0,2.0,1100,1972,1972,,POINT (48.14536026817587 16.38273911362186),1972001009,1.0,G  ,,,,,AT91001,0,1,10,25099966,2008-12-10,0, ,270.87,3763.63,334101.85,
ADRESSENOGD.fid--6deaaebc_17da472a163_5264,2009,44897,2020-12-01,,,,,,,10044665,90001,1,AT91501,15043002,10017111,,15,8012,2,,2.0,25605620,d,definitiv,2020-12-01,2,/,26.92000008,338.71,338882.43,I, ,Normal,Ullmannstraße 9/2,,/2,/2,9,9/2,Ullmannstraße,236421129,10120959,10004900,,,,9,,9.0,2.0,1150,5002,5002,,POINT (48.18835856140466 16.33669131437738),5002002009,1.0,G  ,212887.0,,,,AT91501,0,1,15,25044992,2020-12-01,0, ,30.08,312.2,338923.83,
ADRESSENOGD.fid-705841fe_17da474b376_-1c95,309,169288,2007-07-24,,,,,,,10027012,90001,1,AT92201,22090081,10021235,,22,8012,3,,3.0,25611644,d,definitiv,2008-12-10,2,/,339.01000977,7520.33,346134.99,I, ,Normal,Doeltergasse 1/3,,/3,/3,1,1/3,Doeltergasse,236562164,10286792,10000819,,,,1,,1.0,2.0,1220,849,849,,POINT (48.25354118725301 16.43340205515626),849000309,1.0,G  ,205511.0,,,,AT92201,0,1,22,25100723,2008-12-10,0, ,67.6,7589.42,346128.53,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-2a93,4009,87019,2007-07-24,,,,,,,10037011,90001,1,AT92301,23144001,10023064,,23,8012,,,,25534249,d,definitiv,2008-12-10,0, ,351.55999756,-4664.92,334370.58,H, ,Normal,Maurer Lange Gasse 54,, ,,54,54,Maurer Lange Gasse,236486536,10181238,10003058,,,,54,,54.0,2.0,1230,3129,3129,,POINT (48.14776291924867 16.26944892429912),3129004009,2.0,G  ,,,,,AT92301,0,1,23,25125729,2008-12-10,0, ,354.05,-4673.69,334368.57,
ADRESSENOGD.fid--6deaaebc_17da472a163_2a0a,1009,42715,2007-07-24,,,,,,,10031541,90001,1,AT91401,14110016,10016611,,14,8012,,,,25515406,d,definitiv,2008-12-10,0, ,54.49000168,-6703.61,342402.49,H, ,Normal,Heinrich-Kneissl-Gasse 29,, ,,29,29,Heinrich-Kneissl-Gasse,236530111,10117454,10001836,,,,29,,29.0,2.0,1140,1888,1888,,POINT (48.21997670475813 16.24191947424437),1888001009,1.0,G  ,,,,,AT91401,0,1,14,25092367,2008-12-10,0, ,44.28,-6699.6,342396.38,
ADRESSENOGD.fid--6deaaebc_17da467791b_774b,3019,23280,2019-11-27,,,,,,,10380042,90001,1,AT91101,11071095,10380034,,11,8012,113,,113.0,25657665,d,definitiv,2008-12-10,10,Parz.,318.47000122,7313.04,337356.76,H, ,Normal,KLG Simmeringer Haide Gr. 2 Parz. 113,, Parz. 113,Parz. 113,2,2 Parz. 113,KLG Simmeringer Haide Gr.,236594083,25775362,44542160,,,,2,,2.0,,1110,90117,464,,POINT (48.1745991525055 16.43046550180384),464003019,,TB ,,,,,AT91101,0,1,11,25775353,2019-11-27,0, ,321.23,7449.35,337307.88,
ADRESSENOGD.fid--6deaaebc_17da467791b_6d9b,1009,22513,2007-07-24,,,,,,,10029718,90001,1,AT91101,11031001,10014532,,11,8012,,,,25540682,d,definitiv,2008-12-10,0, ,38.11000061,5783.61,337875.93,H, ,Normal,Geystraße 3,, ,,3,3,Geystraße,236501948,10087772,10001440,,,,3,,3.0,2.0,1110,1485,1485,,POINT (48.17928321987792 16.40990805152108),1485001009,1.0,G  ,,,,,AT91101,0,1,11,25030672,2008-12-10,0, ,38.08,5782.86,337878.77,
ADRESSENOGD.fid--6deaaebc_17da472a163_b63,3009,42889,2007-07-24,,,,,,,10037345,90001,1,AT91401,14110031,10016626,,14,8012,,,,25653465,d,definitiv,2008-12-10,0, ,272.95001221,-6357.76,342100.79,H, ,Normal,Mittelstraße 37,, ,,37,37,Mittelstraße,236434543,10117660,10003154,,,,37,,37.0,2.0,1140,3226,3226,,POINT (48.2172671780244 16.24657848429196),3226003009,1.0,G  ,,,,,AT91401,0,1,14,25029330,2008-12-10,0, ,274.56,-6350.88,342095.96,
ADRESSENOGD.fid-705841fe_17da473f28d_-1b12,3019,130172,2007-07-24,,,,,,,10034836,90001,1,AT92101,21131006,10020018,,21,8012,,,,25579543,d,definitiv,2008-12-10,0, ,68.83000183,4567.63,350963.68,H, ,Normal,Krottenhofgasse 30,, ,,30,30,Krottenhofgasse,236427732,10236330,10002609,,,,30,,30.0,2.0,1210,2675,2675,,POINT (48.29699288802284 16.39368881719373),2675003019,2.0,G  ,,,,,AT92101,0,1,21,25020891,2008-12-10,0, ,69.95,4570.89,350990.89,
ADRESSENOGD.fid--6deaaebc_17da472a163_2867,3029,179980,2019-12-05,,,,,,,18786769,90001,1,AT91401,14113030,10458547,,14,8012,27,,27.0,25678908,d,definitiv,2018-09-17,10,Parz.,0.0,-6346.67,341249.58,I, ,Normal,KLG Am Wolfersberg Gr. 1 Parz. 27,, Parz. 27,Parz. 27,1,1 Parz. 27,KLG Am Wolfersberg Gr.,236534438,25777036,65026997,,,,1,,1.0,,1140,90137,5592,,POINT (48.20961223465909 16.24674110852845),5592003029,,TB ,,,,,AT91401,0,1,14,25777005,2019-12-05,0, ,0.3,-6409.37,341234.36,
ADRESSENOGD.fid-705841fe_17da473f28d_6115,1009,102311,2007-07-24,,,,,,,10042725,90001,1,AT92201,22071005,10021111,,22,8012,,,,25532301,d,definitiv,2008-12-10,0, ,67.66999817,11809.46,347025.4,H, ,Normal,Silberwurzweg 13,, ,,13,13,Silberwurzweg,236373215,10202241,10004425,,,,13,,13.0,2.0,1220,4524,4524,,POINT (48.26148537618677 16.49118491151657),4524001009,1.0,G  ,,,,,AT92201,0,1,22,25113962,2008-12-10,0, ,66.72,11818.39,347021.87,
ADRESSENOGD.fid-705841fe_17da473f28d_-545,4009,71709,2007-07-24,,,,,,,10046911,90001,1,AT92101,21053005,10019730,,21,8012,2,,2.0,25531454,d,definitiv,2008-12-10,2,/,280.5,7980.98,347634.98,H, ,Normal,Großfeldstraße 2-8/2,,/2,/2,2-8,2-8/2,Großfeldstraße,236475582,10161217,10005422,,8.0,8,2,,2.0,2.0,1210,5536,5536,,POINT (48.26702536721381 16.43963253605565),5536004009,2.0,G  ,213862.0,,,,AT92101,0,1,21,25144889,2008-12-10,1,-,279.82,7979.15,347654.03,
ADRESSENOGD.fid-705841fe_17da473f28d_4db0,1009,238570,2017-05-29,,,,,,,10051043,90001,1,AT92101,21071017,10019830,,21,8012,2,,2.0,25740859,d,definitiv,2017-05-29,6,Haus,323.57000732,6059.48,347132.46,H, ,Normal,Dolezalgasse 8 Haus 2,, Haus 2,Haus 2,8,8 Haus 2,Dolezalgasse,236640090,25740861,10007005,,,,8,,8.0,2.0,1210,9670,9670,,POINT (48.26252654510921 16.41374342018359),9670001009,2.0,G  ,,,,,AT92101,0,1,21,25094618,2008-12-10,0, ,323.57,6071.59,347145.99,
ADRESSENOGD.fid--6deaaebc_17da472a163_5bf9,2019,239354,2016-01-27,,,,,,,10043094,90001,1,AT91501,15032004,10017039,,15,8012,1,,1.0,25743343,i,in Bau,2016-01-27,2,/,336.57000732,-111.5,339489.5,H, ,Normal,Sperrgasse 21/1,,/1,/1,21,21/1,Sperrgasse,236558504,25743348,10004511,,,,21,,21.0,2.0,1150,4610,4610,,POINT (48.19381799411459 16.33063570077482),4610002019,1.0,G  ,,,,,AT91501,0,1,15,25075531,2008-12-10,0, ,336.57,-110.9,339490.97,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-256d,3009,142208,2007-07-24,,,,,,,10042442,90001,1,AT92301,23181038,10023236,,23,8012,29,,29.0,25571671,d,definitiv,2008-12-10,2,/,327.8500061,798.72,333918.73,H, ,Normal,Seligmanngasse 25-35/29,,/29,/29,25-35,25-35/29,Seligmanngasse,236499612,10251590,10004375,,35.0,35,25,,25.0,2.0,1230,4473,4473,,POINT (48.14371843546239 16.34287223872408),4473003009,1.0,G  ,,,,,AT92301,0,1,23,25034747,2008-12-10,1,-,56.67,815.87,334079.51,
ADRESSENOGD.fid-705841fe_17da473f28d_-128e,509,200880,2019-10-10,,,,,,,10031229,90001,1,AT92101,21240009,10020443,,21,8012,4,,4.0,25679697,d,definitiv,2008-12-10,6,Haus,22.12999916,6819.17,346839.87,H, ,Normal,Hassingergasse 27 Haus 4,, Haus 4,Haus 4,27,27 Haus 4,Hassingergasse,236444180,10318520,10001779,,,,27,,27.0,2.0,1210,1830,1830,,POINT (48.25988786634292 16.42397087630982),1830000509,1.0,G  ,,,,,AT92101,0,1,21,25036868,2019-10-10,0, ,274.86,6816.12,346825.42,
ADRESSENOGD.fid--6deaaebc_17da467791b_625e,4009,229032,2009-09-18,,,,,,,10046084,90001,1,AT91101,11080018,10014809,,11,8012,26,,26.0,25697330,d,definitiv,2009-08-12,9,Obj.,49.81000137,8400.99,337976.66,I, ,Normal,Wildpretstraße 3 Obj. 26,, Obj. 26,Obj. 26,3,3 Obj. 26,Wildpretstraße,236426888,10480800,10005211,,,,3,,3.0,2.0,1110,5319,5319,,POINT (48.18016115145684 16.4451055192175),5319004009,1.0,G  ,,,,,AT91101,0,1,11,25008989,2008-12-10,0, ,345.71,8287.24,337850.66,
ADRESSENOGD.fid-705841fe_17da473f28d_6143,1009,143580,2007-07-24,,,,,,,10037684,90001,1,AT92201,22262007,10021991,,22,8012,,,,25510392,d,definitiv,2008-12-10,0, ,326.57998657,10145.19,340882.07,H, ,Normal,Muratweg 6,, ,,6,6,Muratweg,236374065,10254612,10003250,,,,6,,6.0,2.0,1220,3322,3322,,POINT (48.20626549647612 16.46862718756832),3322001009,2.0,K  ,,,,,AT92201,0,1,22,25062101,2008-12-10,0, ,329.56,10151.21,340886.86,
ADRESSENOGD.fid--6deaaebc_17da472a163_5544,1009,226174,2008-05-20,,,,,,,10032319,90001,1,AT91501,15041002,10017100,,15,8012,2,,2.0,25662123,d,definitiv,2008-12-10,2,/,291.94000244,-369.81,338501.42,H, ,Normal,Hofmoklgasse 3/2,,/2,/2,3,3/2,Hofmoklgasse,236451949,10472339,10001983,,,,3,,3.0,2.0,1150,2038,2038,,POINT (48.18493173814241 16.32716284546813),2038001009,2.0,G  ,226177.0,,,,AT91501,0,1,15,25088650,2008-12-10,0, ,291.94,-363.96,338502.32,
