FID,ABSCHNITT_ZUGANG_STR,ACD,AP_TIMESTAMP_MODIFY,BST_BEZEICHNUNG,BST_NUMMER,BST_NUMMER_ALPHA,BST_NUMMER_NUM,BST_TRENNZEICHEN,BST_TRENNZ_KURZTEXT,EDGEOBJECTID_ZUGANG_STR,EXTERNALORGCODE,GEBADR_ANZEIGEN_J_N,GEBADR_REGIONALCODE,GEB_BAUBLOCK,GEB_BAUBLOCK_ID,GEB_BEZEICHNUNG,GEB_BEZIRK,GEB_NAMECAT,GEB_NUMMER,GEB_NUMMER_ALPHA,GEB_NUMMER_NUM,GEB_OBJEKTID,GEB_STATUS,GEB_STATUS_KURZTEXT,GEB_TIMESTAMP_MODIFY,GEB_TRENNZEICHEN,GEB_TRENNZ_KURZTEXT,GEB_WINKEL,GEB_X,GEB_Y,HAUPT_IDENT_PSEUDO,LAGE_ZU_ADR,LAGE_ZU_ADR_TXT,NAME,NAME_BST,NAME_BST_GEB,NAME_GEB,NAME_ONR,NAME_ONR_BST_GEB,NAME_STR,OBJECTID,OBJEKT_ID,OBJEKTID_NAME_STR,ON_BIS_ALPHA,ON_BIS_NUM,ONR_BIS,ONR_VON,ON_VON_ALPHA,ON_VON_NUM,PLATZKENNZEICHEN,PLZ,SCD_NAME_STR,SCD_ZUGANG_STR,SE_ANNO_CAD_DATA,geometry,STRABS_ZUGANG_STR,STRASSENSEITE,TOPOGR_NAME_STR,UEBERACD,ZUGADR_ONR_KGNUM,ZUGADR_ONR_STAMMNR,ZUGADR_ONR_TEILNR,ZUGADR_REGIONALCODE,ZUGADR_TYP,ZUGANG_MOEGLICH_J_N,ZUG_BEZIRK,ZUG_OBJEKTID,ZUG_TIMESTAMP_MODIFY,ZUG_TRENNZEICHEN,ZUG_TRENNZ_KURZTEXT,ZUG_WINKEL,ZUG_X,ZUG_Y,ABLAUFDATUM
ADRESSENOGD.fid-705841fe_17da474b376_-5f60,21709,82403,2007-07-24,,,,,,,10028153,90001,1,AT92201,22222025,19011824,,22,8012,,,,25627692,d,definitiv,2008-12-10,0, ,332.07998657,10694.82,342576.12,H, ,Normal,Erzherzog-Karl-Straße 220,, ,,220,220,Erzherzog-Karl-Straße,236470962,10174903,10001060,,,,220,,220.0,2.0,1220,1099,1099,,POINT (48.22149163949414 16.47606335328082),1099021709,2.0,G  ,,,,,AT92201,0,1,22,25082676,2008-12-10,0, ,332.76,10702.89,342575.01,
ADRESSENOGD.fid-705841fe_17da459ca88_278c,3709,43228,2019-07-01,,,,,,,18879332,90001,1,AT90201,2055071,10011631,"VIADUKTB.13,14",2,8012,,,,25545718,d,definitiv,2008-12-10,0, ,277.14001465,4487.34,341810.48,H, ,Normal,"Helenengasse 13 VIADUKTB.13,14",," VIADUKTB.13,14","VIADUKTB.13,14",13,"13 VIADUKTB.13,14",Helenengasse,236542808,10387444,10001845,,,,13,,13.0,2.0,1020,1898,1898,,POINT (48.2146774270624 16.39251611830019),1898003709,1.0,G  ,,,,,AT90201,0,1,2,25127681,2019-07-01,0, ,280.76,4486.66,341811.19,
ADRESSENOGD.fid--6deaaebc_17da467791b_d9d,3009,16848,2007-07-24,,,,,,,10025286,90001,1,AT91001,10070006,10013772,,10,8012,5,,5.0,25676215,d,definitiv,2008-12-10,2,/,356.38000488,2169.79,337459.42,I, ,Normal,Bernhardtstalgasse 26-30/5,,/5,/5,26-30,26-30/5,Bernhardtstalgasse,236443410,10078991,10000424,,30.0,30,26,,26.0,2.0,1100,439,439,,POINT (48.17555834963671 16.36131167001567),439003009,2.0,G  ,204791.0,,,,AT91001,0,1,10,25094897,2008-12-10,1,-,84.75,2191.91,337462.16,
ADRESSENOGD.fid--6deaaebc_17da472a163_44e6,24009,38290,2007-07-24,,,,,,,10036120,90001,1,AT91401,14049001,10016333,,14,8012,,,,25515937,d,definitiv,2008-12-10,0, ,3.43000007,-2792.32,339528.37,H, ,Normal,Linzer Straße 183,, ,,183,183,Linzer Straße,236617556,10111180,10002855,,,,183,,183.0,2.0,1140,2923,2923,,POINT (48.19416019486656 16.29457663595775),2923024009,1.0,G  ,,,,,AT91401,0,1,14,25054346,2008-12-10,0, ,2.74,-2785.97,339532.93,
ADRESSENOGD.fid--6deaaebc_17da472a163_7588,7009,49650,2019-10-10,,,,,,,10043415,90001,1,AT91601,16084001,10017662,,16,8012,126,,126.0,25528598,d,definitiv,2019-10-10,10,Parz.,12.14999962,-2469.18,340871.79,H, ,Normal,Steinbruchstraße 64 Parz. 126,, Parz. 126,Parz. 126,64,64 Parz. 126,Steinbruchstraße,236460946,25773878,10004586,,,,64,,64.0,2.0,1160,4685,4685,,POINT (48.20624336992655 16.29891436304478),4685007009,2.0,G  ,,,,,AT91601,0,1,16,25054552,2008-12-10,0, ,330.44,-2499.66,340795.66,
ADRESSENOGD.fid--6deaaebc_17da472a163_5c31,2009,154697,2008-07-14,,B,B,,4.0,Block,10042616,90001,1,AT91501,15053004,10017156,BLOCK B/11,15,8012,11,,11.0,25543732,d,definitiv,2008-12-10,2,/,5.0999999,-706.96,338891.25,I, ,Normal,Siebeneichengasse 7(BLOCK B/11),Block B,Block B/11 BLOCK B/11,/11 BLOCK B/11,7,7(BLOCK B/11),Siebeneichengasse,236557909,10269374,10004408,,,,7,,7.0,2.0,1150,4506,4506,,POINT (48.18843713498952 16.32262781529462),4506002009,1.0,G  ,,,,,AT91501,0,1,15,25110961,2008-12-10,0, ,5.41,-714.92,338913.93,
ADRESSENOGD.fid--6deaaebc_17da472a163_-7ae4,8009,30299,2007-07-24,,,,,,,10045950,90001,1,AT91201,12032002,10015105,,12,8012,20,,20.0,25688408,d,definitiv,2008-12-10,3,Stg.,87.66000366,421.58,337000.44,I, ,Normal,Wienerbergstraße 12/20,, Stg. 20,Stg. 20,12,12/20,Wienerbergstraße,236371184,10100254,10005177,,,,12,,12.0,2.0,1120,5284,5284,,POINT (48.17143336181475 16.33780529159841),5284008009,2.0,G  ,213442.0,,,,AT91201,0,1,12,25001270,2008-12-10,0, ,349.69,476.5,336953.81,
ADRESSENOGD.fid--6deaaebc_17da472a163_28a1,3509,186024,2011-09-22,,,,,,,10458553,90001,1,AT91401,14113012,10016756,,14,8012,34A,A,34.0,25618985,d,definitiv,2011-09-22,10,Parz.,0.0,-6472.07,341654.1,H, ,Normal,Robert-Fuchs-Gasse 37 Parz. 34A,, Parz. 34A,Parz. 34A,37,37 Parz. 34A,Robert-Fuchs-Gasse,236534765,10476143,10003889,,,,37,,37.0,2.0,1140,3971,3971,,POINT (48.21324880160102 16.24504731372404),3971003509,1.0,G  ,,,,,AT91401,0,1,14,25695922,2009-09-22,0, ,0.0,-6458.85,341609.56,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-1a3e,10009,115520,2007-07-24,,,,,,,10024246,90001,1,AT92301,23031009,10022462,,23,8012,,,,25647177,d,definitiv,2008-12-10,0, ,4.76999998,-351.39,334863.91,H, ,Normal,Anton-Baumgartner-Straße 59,, ,,59,59,Anton-Baumgartner-Straße,236537437,10219112,10000201,,,,59,,59.0,2.0,1230,212,212,,POINT (48.1522186034229 16.32741610965668),212010009,1.0,G  ,,,,,AT92301,0,1,23,25141810,2008-12-10,0, ,3.76,-345.51,334871.43,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-2fa8,4009,91689,2007-07-24,,,,,,,10025005,90001,1,AT92301,23051004,10022567,,23,8012,6,,6.0,25620397,d,definitiv,2008-12-10,2,/,341.91000366,-1225.5,332080.14,I, ,Normal,Basler Gasse 24/6,,/6,/6,24,24/6,Basler Gasse,236471772,10187391,10000356,,,,24,,24.0,2.0,1230,367,367,,POINT (48.12718175786789 16.31567820021184),367004009,2.0,G  ,219209.0,,,,AT92301,0,1,23,25094024,2008-12-10,0, ,339.97,-1187.25,332187.23,
ADRESSENOGD.fid-705841fe_17da474b376_-2052,1009,76972,2007-07-24,,,,,,,10050736,90001,1,AT92201,22240026,10021841,,22,8012,,,,25520214,d,definitiv,2008-12-10,0, ,341.48001099,10991.94,341439.95,H, ,Normal,Khuenweg 8,, ,,8,8,Khuenweg,236531512,10168549,10006817,,,,8,,8.0,2.0,1220,9462,9462,,POINT (48.21126892409595 16.48003332103954),9462001009,2.0,G  ,,,,,AT92201,0,1,22,25025565,2008-12-10,0, ,342.83,10999.12,341462.38,
ADRESSENOGD.fid--6deaaebc_17da472a163_-b09,3009,99820,2020-04-15,,,,,,,10032008,90001,1,AT91301,13041006,10015676,,13,8012,,,,25685476,d,definitiv,2020-04-15,0, ,303.80999756,-5520.93,339315.08,H, ,Normal,Himmelhofgasse 40A,, ,,40A,40A,Himmelhofgasse,236653984,10198942,10001920,,,,40A,A,40.0,2.0,1130,1974,1974,,POINT (48.19222287456446 16.25787768293472),1974003009,2.0,G  ,,,,,AT91301,0,1,13,25007315,2018-11-06,0, ,302.73,-5528.44,339310.33,
ADRESSENOGD.fid--6deaaebc_17da467791b_65fc,3009,23108,2007-07-24,,,,,,,10034401,90001,1,AT91101,11028071,10014523,,11,8012,,,,25603918,d,definitiv,2008-12-10,0, ,311.08999634,6582.69,336913.57,H, ,Normal,Kobelgasse 8,, ,,8,8,Kobelgasse,236447049,10088895,10002476,,,,8,,8.0,2.0,1110,2539,2539,,POINT (48.17062106605587 16.42063893955685),2539003009,2.0,G  ,,,,,AT91101,0,1,11,25025086,2008-12-10,0, ,313.58,6585.93,336916.49,
