FID,ABSCHNITT_ZUGANG_STR,ACD,AP_TIMESTAMP_MODIFY,BST_BEZEICHNUNG,BST_NUMMER,BST_NUMMER_ALPHA,BST_NUMMER_NUM,BST_TRENNZEICHEN,BST_TRENNZ_KURZTEXT,EDGEOBJECTID_ZUGANG_STR,EXTERNALORGCODE,GEBADR_ANZEIGEN_J_N,GEBADR_REGIONALCODE,GEB_BAUBLOCK,GEB_BAUBLOCK_ID,GEB_BEZEICHNUNG,GEB_BEZIRK,GEB_NAMECAT,GEB_NUMMER,GEB_NUMMER_ALPHA,GEB_NUMMER_NUM,GEB_OBJEKTID,GEB_STATUS,GEB_STATUS_KURZTEXT,GEB_TIMESTAMP_MODIFY,GEB_TRENNZEICHEN,GEB_TRENNZ_KURZTEXT,GEB_WINKEL,GEB_X,GEB_Y,HAUPT_IDENT_PSEUDO,LAGE_ZU_ADR,LAGE_ZU_ADR_TXT,NAME,NAME_BST,NAME_BST_GEB,NAME_GEB,NAME_ONR,NAME_ONR_BST_GEB,NAME_STR,OBJECTID,OBJEKT_ID,OBJEKTID_NAME_STR,ON_BIS_ALPHA,ON_BIS_NUM,ONR_BIS,ONR_VON,ON_VON_ALPHA,ON_VON_NUM,PLATZKENNZEICHEN,PLZ,SCD_NAME_STR,SCD_ZUGANG_STR,SE_ANNO_CAD_DATA,geometry,STRABS_ZUGANG_STR,STRASSENSEITE,TOPOGR_NAME_STR,UEBERACD,ZUGADR_ONR_KGNUM,ZUGADR_ONR_STAMMNR,ZUGADR_ONR_TEILNR,ZUGADR_REGIONALCODE,ZUGADR_TYP,ZUGANG_MOEGLICH_J_N,ZUG_BEZIRK,ZUG_OBJEKTID,ZUG_TIMESTAMP_MODIFY,ZUG_TRENNZEICHEN,ZUG_TRENNZ_KURZTEXT,ZUG_WINKEL,ZUG_X,ZUG_Y,ABLAUFDATUM
ADRESSENOGD.fid-705841fe_17da473f28d_701f,11009,129418,2007-07-24,,,,,,,10034310,90001,1,AT92201,22251021,10021902,,22,8012,,,,25559221,d,definitiv,2008-12-10,0, ,341.48001099,10126.42,341769.91,H, ,Normal,Kliviengasse 72,, ,,72,72,Kliviengasse,236392815,10235466,10002455,,,,72,,72.0,2.0,1220,2517,2517,,POINT (48.21425030306207 16.46839521732019),2517011009,2.0,G  ,,,,,AT92201,0,1,22,25100899,2008-12-10,0, ,341.32,10129.53,341776.75,
ADRESSENOGD.fid--6deaaebc_17da472a163_-209a,5009,99818,2007-07-24,,,,,,,10041204,90001,1,AT91301,13036003,10015643,,13,8012,,,,25585402,d,definitiv,2008-12-10,0, ,356.95001221,-3540.91,338775.76,I, ,Normal,St.-Veit-Gasse 33,, ,,33,33,St.-Veit-Gasse,236538447,10198940,10004074,,,,33,,33.0,2.0,1130,4161,4161,,POINT (48.18738770893405 16.28451433363084),4161005009,1.0,G  ,,,,,AT91301,0,1,13,25038439,2008-12-10,0, ,64.97,-3517.78,338792.59,
ADRESSENOGD.fid--6deaaebc_17da467791b_-1abd,19009,14091,2007-07-24,,,,,,,10035925,90001,1,AT90901,9012006,10013218,,9,8012,,,,25578274,d,definitiv,2008-12-10,0, ,270.05999756,1791.73,343397.84,H, ,Normal,Liechtensteinstraße 96,, ,,96,96,Liechtensteinstraße,236370105,10074153,10002826,,,,96,,96.0,2.0,1090,2894,2894,,POINT (48.22896491975063 16.35624921692189),2894019009,2.0,G  ,,,,,AT90901,0,1,9,25135977,2008-12-10,0, ,270.84,1789.89,343394.56,
ADRESSENOGD.fid-705841fe_17da459ca88_47f1,5519,250371,2019-10-21,,,,,,,18796167,90001,0,AT91701,17052027,10018070,,17,8012,118,,118.0,25774349,i,in Bau,2019-10-21,10,Parz.,19.21999931,-2927.53,342867.15,H, ,Normal,Oberwiedenstraße 40,, Parz. 118,Parz. 118,40,40,Oberwiedenstraße,236399156,25774350,10003396,,,,40,,40.0,2.0,1170,3472,3472,,POINT (48.22418589291315 16.29273259693562),3472005519,2.0,G  ,,,,,AT91701,0,1,17,25117887,2011-11-29,0, ,19.22,-2920.16,342845.74,
ADRESSENOGD.fid--6deaaebc_17da472a163_56a0,1009,45553,2008-07-14,,,,,,,10025199,90001,1,AT91501,15027001,10017004,,15,8012,,,,25655158,d,definitiv,2008-12-10,0, ,292.20001221,-168.46,339853.59,H, ,Normal,Benedikt-Schellinger-Gasse 9,, ,,9,9,Benedikt-Schellinger-Gasse,236465569,10121952,10000400,,,,9,,9.0,2.0,1150,414,414,,POINT (48.19709231626543 16.32986918792146),414001009,1.0,G  ,,,,,AT91501,0,1,15,25121820,2008-12-10,0, ,292.68,-161.8,339847.11,
ADRESSENOGD.fid-705841fe_17da474b376_254,8009,154996,2015-11-24,,,,,,,10046601,90001,1,AT92201,22020108,10473148,,22,8012,11,,11.0,25636746,d,definitiv,2015-11-24,6,Haus,54.74000168,11405.32,345255.63,H, ,Normal,Ziegelhofstraße 84A Haus 11,, Haus 11,Haus 11,84A,84A Haus 11,Ziegelhofstraße,236593161,10460298,10005339,,,,84A,A,84.0,2.0,1220,5449,5449,,POINT (48.24557687041244 16.48569538261449),5449008009,2.0,G  ,222632.0,,,,AT92201,0,1,22,25128187,2008-12-10,0, ,54.74,11284.81,345319.45,
ADRESSENOGD.fid--6deaaebc_17da472a163_-3909,4009,33945,2007-07-24,,,,,,,10046133,90001,1,AT91301,13092002,10015941,,13,8012,,,,25540153,d,definitiv,2008-12-10,0, ,275.86999512,-4263.74,337550.36,I, ,Normal,Wilhelm-Leibl-Gasse 51,, ,,51,51,Wilhelm-Leibl-Gasse,236431374,10105423,10005219,,,,51,,51.0,2.0,1130,5327,5327,,POINT (48.17636259649995 16.27480615389982),5327004009,1.0,G  ,,,,,AT91301,0,1,13,25045780,2008-12-10,0, ,23.46,-4265.61,337550.23,
ADRESSENOGD.fid--6deaaebc_17da467791b_3153,34009,188044,2018-11-27,,,,,,,10035466,90001,1,AT91001,10114013,10013958,,10,8012,11,,11.0,25630416,d,definitiv,2018-11-27,10,Parz.,0.0,2692.31,336006.01,I, ,Normal,Laxenburger Straße 157 Parz. 11,, Parz. 11,Parz. 11,157,157 Parz. 11,Laxenburger Straße,236558841,10469933,10002736,,,,157,,157.0,2.0,1100,2802,2802,,POINT (48.16248569547845 16.36832925192395),2802034009,1.0,G  ,,,,,AT91001,0,1,10,25039792,2008-12-10,0, ,84.06,2622.52,335903.59,
ADRESSENOGD.fid-705841fe_17da473f28d_5c63,1009,65597,2007-07-24,,,,,,,10045568,90001,1,AT92101,21260002,10020494,,21,8012,3,,3.0,25543354,d,definitiv,2008-12-10,2,/,60.15000153,5133.26,346247.25,I, ,Normal,Wedekindgasse 1/3,,/3,/3,1,1/3,Wedekindgasse,236643759,10152837,10005084,,,,1,,1.0,2.0,1210,5189,5189,,POINT (48.25457345656127 16.4012583006103),5189001009,1.0,G  ,213236.0,,,,AT92101,0,1,21,25090104,2008-12-10,0, ,330.03,5049.55,346156.14,
ADRESSENOGD.fid-705841fe_17da474b376_-6a14,1019,191289,2007-07-24,,,,,,,10024970,90001,1,AT92201,22230035,10021814,,22,8012,20,,20.0,25575176,d,definitiv,2008-12-10,6,Haus,347.97000122,12083.26,342022.22,H, ,Normal,Baranygasse 3(HAUS 20),, Haus 20,Haus 20,3,3(HAUS 20),Baranygasse,236449879,10316179,10000345,,,,3,,3.0,2.0,1220,356,356,,POINT (48.21648606388807 16.49473340838201),356001019,1.0,G  ,,,,,AT92201,0,1,22,25058155,2008-12-10,0, ,276.25,12051.26,342033.92,
ADRESSENOGD.fid--6deaaebc_17da472a163_3143,2009,177746,2013-11-13,,B,B,,5.0,Gruppe,10023789,90001,1,AT91401,14051007,10016364,,14,8012,40,,40.0,25637312,d,definitiv,2008-12-10,10,Parz.,77.38999939,-2709.76,340070.07,H, ,Normal,Ameisbachzeile 4 Gruppe B Parz. 40,Gruppe B,Gruppe B Parz. 40,Parz. 40,4,4 Gruppe B Parz. 40,Ameisbachzeile,236569550,25730353,10000112,,,,4,,4.0,2.0,1140,116,116,,POINT (48.19903222691849 16.29568329591509),116002009,,G  ,,,,,AT91401,0,1,14,25727078,2013-02-25,0, ,346.41,-2679.33,340003.09,
ADRESSENOGD.fid-705841fe_17da473f28d_-4d2f,1009,243260,2020-03-05,,,,,,,10027111,90001,1,AT91901,19044003,10018695,,19,8012,,,,25754972,d,definitiv,2020-03-05,0, ,81.41999817,1584.25,344600.68,H, ,Normal,Dollinergasse 6,, ,,6,6,Dollinergasse,236566115,25754974,10000851,,,,6,,6.0,2.0,1190,883,883,,POINT (48.23978270852077 16.35346015235728),883001009,2.0,G  ,,,,,AT91901,0,1,19,25070566,2017-01-11,0, ,81.42,1583.09,344600.88,
ADRESSENOGD.fid-705841fe_17da473f28d_-7e9f,11009,54333,2007-07-24,,,,,,,10041882,90001,1,AT91801,18032002,10018266,,18,8012,,,,25524897,d,definitiv,2008-12-10,0, ,325.79998779,361.32,343024.77,H, ,Normal,Schopenhauerstraße 76,, ,,76,76,Schopenhauerstraße,236613351,10135400,10004243,,,,76,,76.0,2.0,1180,4338,4338,,POINT (48.22561158725483 16.33699601760808),4338011009,2.0,G  ,,,,,AT91801,0,1,18,25130332,2008-12-10,0, ,326.15,359.13,343023.89,
ADRESSENOGD.fid-705841fe_17da474b376_-170b,1009,81670,2007-07-24,,,,,,,10034708,90001,1,AT92201,22141006,10021455,,22,8012,,,,25620018,d,definitiv,2008-12-10,0, ,73.22000122,8541.23,345082.98,H, ,Normal,Kraygasse 14,, ,,14,14,Kraygasse,236550913,10174126,10002574,,,,14,,14.0,2.0,1220,2640,2640,,POINT (48.24406786383222 16.44712932688197),2640001009,2.0,G  ,,,,,AT92201,0,1,22,25020111,2008-12-10,0, ,72.92,8538.72,345087.35,
ADRESSENOGD.fid-705841fe_17da459ca88_3a2e,1009,13384,2007-07-24,,,,,,,10043636,90001,1,AT90801,8036001,10013193,,8,8012,1,,1.0,25604457,d,definitiv,2008-12-10,2,/,81.58000183,701.84,341143.31,H, ,Normal,Stolzenthalergasse 5/1,,/1,/1,5,5/1,Stolzenthalergasse,236429859,10073010,10004643,,,,5,,5.0,2.0,1080,4742,4742,,POINT (48.20869110431392 16.34157728068798),4742001009,1.0,G  ,212509.0,,,,AT90801,0,1,8,25083516,2008-12-10,0, ,83.02,711.88,341131.6,
ADRESSENOGD.fid-705841fe_17da473f28d_281b,9009,125557,2007-07-24,,A,A,,5.0,Gruppe,10044129,90001,1,AT92101,21041032,10019662,,21,8012,30,,30.0,25557888,d,definitiv,2008-12-10,10,Parz.,17.68000031,8031.8,348700.84,H, ,Normal,Thayagasse 5/GRP. A/PARZ. 30,Gruppe A,Gruppe A Parz. 30,Parz. 30,5,5/GRP. A/PARZ. 30,Thayagasse,236577227,10397800,10004769,,,,5,,5.0,2.0,1210,4870,4870,,POINT (48.27661013973644 16.44033656148245),4870009009,1.0,G  ,,,,,AT92101,0,1,21,25051646,2008-12-10,0, ,17.68,7957.15,348608.03,
ADRESSENOGD.fid--6deaaebc_17da472a163_2b82,1009,202746,2016-11-21,,,,,,,10023788,90001,1,AT91401,14041007,10016282,,14,8012,6,,6.0,25582250,d,definitiv,2016-11-21,2,/,278.55999756,-2601.02,339954.5,H, ,Normal,Ameisbachzeile 2/6,,/6,/6,2,2/6,Ameisbachzeile,236560254,10321152,10000112,,,,2,,2.0,2.0,1140,116,116,,POINT (48.19799340948227 16.29714685835234),116001009,2.0,G  ,204149.0,,,,AT91401,0,1,14,25094158,2008-12-10,0, ,278.56,-2609.19,339946.69,
ADRESSENOGD.fid--6deaaebc_17da467791b_-369d,11018,9789,2013-06-13,,,,,,,18807362,90001,1,AT90501,5021003,10012615,,5,8012,22,,22.0,25574797,d,definitiv,2013-06-13,2,/,355.51998901,1449.63,338061.8,H, ,Normal,Margaretengürtel 76-80/22,,/22,/22,76-80,76-80/22,Margaretengürtel,236455316,10067863,10002995,,80.0,80,76,,76.0,2.0,1050,3065,3065,,POINT (48.1809774266805 16.35163010895041),3065011018,2.0,G  ,209606.0,,,,AT90501,0,1,5,25052468,2011-11-28,1,-,353.21,1474.88,338012.94,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_7da,26019,93620,2007-07-24,,,,,,,20104082,90001,1,AT92301,23082002,10022720,,23,8012,,,,25603579,d,definitiv,2008-12-10,0, ,69.66000366,-2275.92,334915.72,H, ,Normal,Breitenfurter Straße 245,, ,,245,245,Breitenfurter Straße,236627047,10451954,10000559,,,,245,,245.0,2.0,1230,575,575,,POINT (48.15267967462341 16.30155051214476),575026019,1.0,G  ,,,,,AT92301,0,1,23,25127687,2021-10-29,0, ,69.66,-2280.66,334920.23,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-7632,4009,186594,2011-09-28,,,,,,,10028669,90001,1,AT91601,16082010,19015444,,16,8012,64,,64.0,25681536,d,definitiv,2011-09-27,10,Parz.,0.0,-2587.14,341112.43,I, ,Normal,Flötzersteig 6L Parz. 64,, Parz. 64,Parz. 64,6L,6L Parz. 64,Flötzersteig,236587634,10461641,10001181,,,,6L,L,6.0,2.0,1160,1221,1221,,POINT (48.20840701669741 16.29732564862238),1221004009,2.0,G  ,,,,,AT91601,0,1,16,25696546,2011-09-28,0, ,0.0,-2553.06,341082.45,
ADRESSENOGD.fid--6deaaebc_17da472a163_-4e3a,5009,245027,2020-05-04,,,,,,,20058892,90001,1,AT91201,12116035,19019461,,12,8012,,,,25759742,i,in Bau,2021-10-29,0, ,69.04000092,-2902.89,335479.61,H, ,Normal,Mona-Lisa-Steiner-Weg 31,, ,,31,31,Mona-Lisa-Steiner-Weg,236624092,25765250,56903491,,,,31,,31.0,,1120,12902,12902,,POINT (48.1577480826448 16.2931198416068),12902005009,,G  ,,,,,AT91201,0,1,12,25756492,2019-06-26,0, ,338.6,-2902.21,335481.39,
ADRESSENOGD.fid--6deaaebc_17da472a163_731d,2039,184269,2007-07-24,,,,,,,10038791,90001,1,AT91601,16091004,10017686,,16,8012,,,,25528176,d,definitiv,2008-12-10,0, ,4.90999985,-2947.48,342246.2,H, ,Normal,Paulinensteig 62,, ,,62,62,Paulinensteig,236450170,10306577,10003516,,,,62,,62.0,2.0,1160,3595,3595,,POINT (48.21860146569631 16.29246884666582),3595002039,2.0,G  ,,,,,AT91601,0,1,16,25123890,2008-12-10,0, ,2.18,-2941.24,342243.11,
ADRESSENOGD.fid-705841fe_17da474b376_-2c1a,12009,92544,2014-12-11,,,,,,,10041532,90001,1,AT92201,22262034,10022017,,22,8012,27,,27.0,25576288,d,definitiv,2009-05-11,10,Parz.,331.69000244,10371.61,341131.21,H, ,Normal,Schilfweg 41 Parz. 27,, Parz. 27,Parz. 27,41,41 Parz. 27,Schilfweg,236541261,10403164,10004154,,,,41,,41.0,2.0,1220,4247,4247,,POINT (48.20850247416995 16.47167938737289),4247012009,1.0,G  ,,,,,AT92201,0,1,22,25014900,2014-12-11,0, ,331.69,10308.55,341121.78,
ADRESSENOGD.fid-705841fe_17da473f28d_78dd,3309,202016,2007-07-24,,,,,,,10027557,90001,1,AT92201,22230052,10021827,,22,8012,45,,45.0,25688132,d,definitiv,2008-12-10,6,Haus,332.02999878,10756.21,342445.93,H, ,Normal,Eibengasse 57(HAUS 45),, Haus 45,Haus 45,57,57(HAUS 45),Eibengasse,236406489,10320250,10000964,,,,57,,57.0,2.0,1220,1001,1001,,POINT (48.22031980990058 16.47688632253135),1001003309,1.0,G  ,205776.0,,,,AT92201,0,1,22,25061070,2008-12-10,0, ,331.12,10807.12,342314.91,
ADRESSENOGD.fid--6deaaebc_17da4737f8e_-5b88,6009,64435,2007-07-24,,,,,,,10036624,90001,1,AT92001,20074003,10019386,,20,8012,,,,25602799,d,definitiv,2008-12-10,0, ,71.62000275,3456.94,344979.11,H, ,Normal,Marchfeldstraße 23A,, ,,23A,23A,Marchfeldstraße,236523865,10150922,10002988,,,,23A,A,23.0,2.0,1200,3058,3058,,POINT (48.24317944886556 16.37867452211335),3058006009,1.0,G  ,,,,,AT92001,0,1,20,25130190,2008-12-10,0, ,70.6,3458.78,344979.92,
ADRESSENOGD.fid-705841fe_17da473f28d_-74b2,4019,61700,2007-07-24,,,,,,,10030897,90001,1,AT91901,19100003,10019002,,19,8012,,,,25629795,d,definitiv,2008-12-10,0, ,9.15999985,-3149.74,345912.29,H, ,Normal,Hameaustraße 55,, ,,55,55,Hameaustraße,236372735,10145901,10001717,,,,55,,55.0,2.0,1190,1767,1767,,POINT (48.25157018868155 16.28971719312255),1767004019,1.0,G  ,,,,,AT91901,0,1,19,25048525,2008-12-10,0, ,11.14,-3147.83,345921.8,
ADRESSENOGD.fid--6deaaebc_17da472a163_42e2,46009,40830,2007-07-24,,,,,,,10036142,90001,1,AT91401,14104001,10016576,,14,8012,,,,25578984,d,definitiv,2008-12-10,0, ,343.51000977,-5154.92,340356.5,H, ,Normal,Linzer Straße 386-390,, ,,386-390,386-390,Linzer Straße,236602407,10115067,10002855,,390.0,390,386,,386.0,2.0,1140,2923,2923,,POINT (48.20159187832621 16.26278726328592),2923046009,2.0,G  ,,,,,AT91401,0,1,14,25108275,2008-12-10,1,-,343.08,-5165.66,340358.06,
ADRESSENOGD.fid-705841fe_17da474b376_fc6,5009,113811,2007-07-24,,,,,,,10026351,90001,1,AT92201,22040067,10020892,,22,8012,,,,25643779,d,definitiv,2008-12-10,0, ,76.01000214,13982.93,344009.54,H, ,Normal,Burgkmairgasse 45,, ,,45,45,Burgkmairgasse,236605492,10217116,10000635,,,,45,,45.0,2.0,1220,659,659,,POINT (48.23432021685966 16.52036052131703),659005009,1.0,G  ,,,,,AT92201,0,1,22,25006584,2008-12-10,0, ,75.59,13988.2,344009.85,
ADRESSENOGD.fid-705841fe_17da474b376_-342d,10009,119509,2007-07-24,,,,,,,10045628,90001,1,AT92201,22040053,10020880,,22,8012,,,,25644857,d,definitiv,2008-12-10,0, ,345.48999023,14767.72,342777.7,I, ,Normal,Wehrbrücklstraße 74,, ,,74,74,Wehrbrücklstraße,236515946,10224015,10005091,,,,74,,74.0,2.0,1220,5196,5196,,POINT (48.22322470144906 16.53088270309867),5196010009,2.0,G  ,,,,,AT92201,0,1,22,25042833,2008-12-10,0, ,75.72,14754.74,342774.79,
ADRESSENOGD.fid-705841fe_17da473f28d_5a5c,2009,131599,2007-07-24,,,,,,,10033278,90001,1,AT92101,21171018,10020225,,21,8012,51,,51.0,25587324,d,definitiv,2008-12-10,10,Parz.,28.20999908,4007.12,346760.46,I, ,Normal,Josef-Ruston-Gasse 1/PARZ. 51,, Parz. 51,Parz. 51,1,1/PARZ. 51,Josef-Ruston-Gasse,236644715,10238259,10002206,,,,1,,1.0,2.0,1210,2265,2265,,POINT (48.25919641525953 16.3860975310897),2265002009,1.0,G  ,,,,,AT92101,0,1,21,25080478,2021-10-29,0, ,29.48,3943.0,346837.06,
ADRESSENOGD.fid--6deaaebc_17da472a163_-4e46,2009,29961,2007-07-24,,,,,,,10039896,90001,1,AT91201,12044006,10015149,,12,8012,,,,25655109,d,definitiv,2008-12-10,0, ,28.62999916,274.86,337779.96,H, ,Normal,Rauchgasse 7A,, ,,7A,7A,Rauchgasse,236623777,10099703,10003787,,,,7A,A,7.0,2.0,1120,3868,3868,,POINT (48.17844380915418 16.33583262746792),3868002009,1.0,G  ,,,,,AT91201,0,1,12,25119821,2008-12-10,0, ,27.64,277.42,337786.26,
ADRESSENOGD.fid-705841fe_17da473f28d_-39f4,1009,119143,2009-03-04,,,,,,,10037513,90001,1,AT92101,21184003,10020271,,21,8012,,,,25657289,d,definitiv,2009-03-04,0, ,20.12000084,4448.65,347341.04,H, ,Normal,Morsegasse 1C,, ,,1C,1C,Morsegasse,236371668,10477526,10003203,,,,1C,C,1.0,2.0,1210,3275,3275,,POINT (48.26441486837479 16.39204967224827),3275001009,,G  ,,,,,AT92101,0,1,21,25691404,2009-02-23,0, ,20.12,4460.92,347319.81,
